,Feature,Coefficient,Importance
12653,tce_imm_match_P_B|cyto_score_detail_TBD,1.0045107868495562,1.0045107868495562
8178,tbi_status_TBI____Other___cGy__fractionated|gvhd_proph_FKalone,-1.0041663590268546,1.0041663590268546
1965,hla_match_dqb1_low|cyto_score_Not_tested,1.0039828198258882,1.0039828198258882
9860,pulm_severe_Not_done|hepatic_severe_No,1.0038450035770694,1.0038450035770694
5996,psych_disturb_Not_done|gvhd_proph_No_GvHD_Prophylaxis,1.0036135998232008,1.0036135998232008
9503,renal_issue_Not_done|obesity_Yes,1.00342671292904,1.00342671292904
5076,dri_score_N_A___disease_not_classifiable|ethnicity_Missing_value,-1.0024669491698965,1.0024669491698965
11959,cmv_status_negneg|gvhd_proph_CDselect_alone,1.002204538639016,1.002204538639016
14134,ethnicity_Non_resident_of_the_U_S_|tce_match_HvG_non_permissive,1.001934024509848,1.001934024509848
14541,mrd_hct_Positive|gvhd_proph_FK__MTX____others_not_MMF_,1.0014219183828414,1.0014219183828414
10739,prim_disease_hct_IIS|in_vivo_tcd_Yes,-1.000776829147623,1.000776829147623
5955,psych_disturb_Not_done|conditioning_intensity_Missing_value,-1.0005817747744106,1.0005817747744106
12280,cmv_status_pospos|cardiac_Not_done,-1.0002685436230707,1.0002685436230707
3642,hla_low_res_8|prim_disease_hct_IEA,1.0000551305508902,1.0000551305508902
2104,hla_match_dqb1_low|pulm_moderate_Not_done,-1.000008615748108,1.000008615748108
15357,peptic_ulcer_Yes|gvhd_proph_Parent_Q___yes__but_no_agent,-0.9999371435342504,0.9999371435342504
7360,diabetes_Not_done|obesity_Not_done,-0.9996059596562428,0.9996059596562428
10720,prim_disease_hct_IIS|cyto_score_detail_Missing_value,0.9984563074594448,0.9984563074594448
5909,psych_disturb_Not_done|vent_hist_No,-0.9983186035074036,0.9983186035074036
10413,prim_disease_hct_HD|mrd_hct_Positive,-0.9979133295161947,0.9979133295161947
10598,prim_disease_hct_IEA|cmv_status_negpos,0.9971209779500881,0.9971209779500881
14594,in_vivo_tcd_No|gvhd_proph_CDselect_alone,0.9967807645852882,0.9967807645852882
9627,renal_issue_Yes|tce_match_Missing_value,0.9963725390160535,0.9963725390160535
3970,hla_low_res_10|prim_disease_hct_Solid_tumor,-0.9963305850487142,0.9963305850487142
8830,arrhythmia_Not_done|tce_div_match_GvH_non_permissive,-0.9963042535880429,0.9963042535880429
10159,prim_disease_hct_AML|cmv_status_negneg,0.995675689296942,0.995675689296942
10533,prim_disease_hct_HIS|prior_tumor_Not_done,-0.9954504722781096,0.9954504722781096
15637,gvhd_proph_Cyclophosphamide____others|tce_div_match_HvG_non_permissive,-0.9953082565939535,0.9953082565939535
11327,prim_disease_hct_Other_acute_leukemia|cmv_status_posneg,0.9946468263550475,0.9946468263550475
8669,arrhythmia_No|prior_tumor_Not_done,-0.9944436569769961,0.9944436569769961
10796,prim_disease_hct_IIS|cardiac_Yes,-0.9942629359908632,0.9942629359908632
13051,rituximab_No|hepatic_mild_Not_done,-0.9942351349969335,0.9942351349969335
797,hla_low_res_6|prim_disease_hct_Solid_tumor,0.9941061292114831,0.9941061292114831
11430,prim_disease_hct_Other_leukemia|tce_imm_match_H_B,-0.9938681969880752,0.9938681969880752
11280,prim_disease_hct_NHL|gvhd_proph_FK__MMF____others,0.9936768883802234,0.9936768883802234
15891,gvhd_proph_No_GvHD_Prophylaxis|race_group_White,0.9934444964132575,0.9934444964132575
3552,karnofsky_score|gvhd_proph_FK__MTX____others_not_MMF_,-0.9932962618851033,0.9932962618851033
9533,renal_issue_Not_done|gvhd_proph_No_GvHD_Prophylaxis,0.9923344636334963,0.9923344636334963
11567,prim_disease_hct_PCD|prior_tumor_No,0.9916656810989535,0.9916656810989535
7907,tbi_status_TBI___Cy____Other|peptic_ulcer_Not_done,0.9911871027906936,0.9911871027906936
12246,cmv_status_pospos|gvhd_proph_FK__MTX____others_not_MMF_,0.9909955664806512,0.9909955664806512
3560,karnofsky_score|gvhd_proph_TDEPLETION_alone,-0.9909030705071717,0.9909030705071717
1055,hla_high_res_6|hepatic_mild_Yes,-0.9905893021353231,0.9905893021353231
2743,hla_match_b_low|gvhd_proph_Parent_Q___yes__but_no_agent,-0.9905296162159979,0.9905296162159979
7310,diabetes_Not_done|pulm_severe_Not_done,0.9903576157339192,0.9903576157339192
11578,prim_disease_hct_PCD|gvhd_proph_Cyclophosphamide____others,0.9901893799038606,0.9901893799038606
10637,prim_disease_hct_IEA|hepatic_severe_No,0.9899625541737989,0.9899625541737989
12065,cmv_status_negpos|gvhd_proph_No_GvHD_Prophylaxis,0.9897301694430004,0.9897301694430004
5910,psych_disturb_Not_done|vent_hist_Yes,-0.9893677317875446,0.9893677317875446
10748,prim_disease_hct_IIS|prior_tumor_Not_done,-0.9890564711304223,0.9890564711304223
6008,psych_disturb_Not_done|race_group_Asian,-0.989050991105123,0.989050991105123
16166,sex_match_M_F|cardiac_Not_done,-0.9881240313538545,0.9881240313538545
10597,prim_disease_hct_IEA|cmv_status_negneg,0.9877030846733708,0.9877030846733708
2441,hla_match_a_high|pulm_moderate_Not_done,0.986378061676044,0.986378061676044
3221,hla_match_b_high|gvhd_proph_CDselect_alone,-0.9857301410254781,0.9857301410254781
7473,diabetes_Yes|tce_imm_match_P_G,-0.9852621079856825,0.9852621079856825
5736,dri_score_Very_high|cardiac_Yes,-0.9847474328322589,0.9847474328322589
9682,renal_issue_Yes|pulm_moderate_No,0.9846687759215388,0.9846687759215388
6047,psych_disturb_Yes|tbi_status_TBI____Other___cGy__unknown_dose,0.9842948382715556,0.9842948382715556
14286,obesity_No|gvhd_proph_FK__MMF____others,-0.9841108313358066,0.9841108313358066
5538,dri_score_TBD_cytogenetics|hepatic_severe_Not_done,-0.9840426308792729,0.9840426308792729
14540,mrd_hct_Positive|gvhd_proph_FK__MMF____others,0.983800622914345,0.983800622914345
11339,prim_disease_hct_Other_acute_leukemia|prod_type_PB,-0.9837530824472602,0.9837530824472602
15469,gvhd_proph_CSA___MMF____others_not_FK_|tce_div_match_Permissive_mismatched,0.9837318686262715,0.9837318686262715
12069,cmv_status_negpos|gvhd_proph_TDEPLETION_alone,0.9835963524430313,0.9835963524430313
6245,cyto_score_Intermediate|conditioning_intensity_No_drugs_reported,-0.9835377889248705,0.9835377889248705
4051,hla_low_res_10|hepatic_mild_Not_done,0.9835157868207355,0.9835157868207355
9307,vent_hist_Yes|sex_match_Missing_value,0.9831923058109373,0.9831923058109373
1654,hla_match_c_low|prim_disease_hct_HD,0.9825175163607791,0.9825175163607791
14546,mrd_hct_Positive|gvhd_proph_Other_GVHD_Prophylaxis,0.981621359724002,0.981621359724002
11812,prim_disease_hct_Solid_tumor|pulm_moderate_No,0.9815796625685691,0.9815796625685691
10129,prim_disease_hct_ALL|tce_div_match_HvG_non_permissive,0.9809409526291853,0.9809409526291853
15935,gvhd_proph_Other_GVHD_Prophylaxis|melphalan_dose_Missing_value,0.9807753217300643,0.9807753217300643
9661,renal_issue_Yes|sex_match_Missing_value,-0.9805097690883574,0.9805097690883574
12199,cmv_status_pospos|tce_imm_match_P_H,0.9803507366724703,0.9803507366724703
13895,conditioning_intensity_No_drugs_reported|race_group_Native_Hawaiian_or_other_Pacific_Islander,-0.9766007994167869,0.9766007994167869
15262,peptic_ulcer_No|gvhd_proph_Parent_Q___yes__but_no_agent,0.9762412458731693,0.9762412458731693
10160,prim_disease_hct_AML|cmv_status_negpos,0.9758712454968551,0.9758712454968551
16338,hepatic_mild_Not_done|tce_div_match_Missing_value,-0.975690868764134,0.975690868764134
6511,cyto_score_Normal|tce_imm_match_H_H,0.9752042260551239,0.9752042260551239
4220,dri_score_High___TED_AML_case__missing_cytogenetics|cardiac_Not_done,-0.9746706705733803,0.9746706705733803
10600,prim_disease_hct_IEA|cmv_status_pospos,0.974312837034941,0.974312837034941
3610,hla_low_res_8|cyto_score_Not_tested,0.9742508093739346,0.9742508093739346
2139,year_hct|diabetes_Not_done,0.9737455301698612,0.9737455301698612
9901,pulm_severe_Not_done|tce_div_match_GvH_non_permissive,-0.9731993936575989,0.9731993936575989
5667,dri_score_Very_high|conditioning_intensity_No_drugs_reported,-0.9731700347862624,0.9731700347862624
9640,renal_issue_Yes|gvhd_proph_CSA___MTX____others_not_MMF_FK_,-0.9728968954595495,0.9728968954595495
13270,cyto_score_detail_Intermediate|gvhd_proph_Cyclophosphamide_alone,0.9724384393751807,0.9724384393751807
9536,renal_issue_Not_done|gvhd_proph_TDEPLETION____other,-0.9716049049464762,0.9716049049464762
13813,conditioning_intensity_N_A__F_pre_TED__not_submitted|rheum_issue_No,0.9708829642260379,0.9708829642260379
11059,prim_disease_hct_MDS|hepatic_severe_No,0.9707723040181118,0.9707723040181118
9121,vent_hist_No|tce_imm_match_H_H,0.9706831029895516,0.9706831029895516
15213,prior_tumor_Yes|gvhd_proph_Parent_Q___yes__but_no_agent,-0.9706469271367569,0.9706469271367569
12352,tce_imm_match_G_G|sex_match_Missing_value,0.9698362323322157,0.9698362323322157
8334,tbi_status_TBI____Other___cGy__single|donor_related_Unrelated,-0.9694429881740347,0.9694429881740347
10738,prim_disease_hct_IIS|in_vivo_tcd_No,-0.9693986091391825,0.9693986091391825
12512,tce_imm_match_H_H|gvhd_proph_CSA_alone,0.9689120704297532,0.9689120704297532
9419,renal_issue_No|gvhd_proph_TDEPLETION_alone,0.9687031798491378,0.9687031798491378
11809,prim_disease_hct_Solid_tumor|cardiac_No,-0.9686340585287119,0.9686340585287119
9291,vent_hist_Yes|gvhd_proph_FK__MMF____others,-0.9685661845273905,0.9685661845273905
8760,arrhythmia_Not_done|tce_imm_match_P_P,0.9685656944872192,0.9685656944872192
8826,arrhythmia_Not_done|race_group_White,0.9680536796518394,0.9680536796518394
10455,prim_disease_hct_HD|race_group_More_than_one_race,-0.9680468206656516,0.9680468206656516
1507,hla_nmdp_6|tce_imm_match_P_H,-0.9679111325794483,0.9679111325794483
5198,dri_score_N_A___non_malignant_indication|prim_disease_hct_Solid_tumor,-0.9678935609983995,0.9678935609983995
9057,graft_type_Peripheral_blood|gvhd_proph_Parent_Q___yes__but_no_agent,0.9677693406598883,0.9677693406598883
10707,prim_disease_hct_IIS|cmv_status_pospos,0.9672062433335125,0.9672062433335125
5103,dri_score_N_A___disease_not_classifiable|gvhd_proph_CSA_alone,0.9668604877570238,0.9668604877570238
9715,pulm_severe_No|tce_imm_match_P_H,-0.9668497844400477,0.9668497844400477
6838,cyto_score_Other|gvhd_proph_Cyclophosphamide____others,-0.966568100970932,0.966568100970932
7782,tbi_status_TBI_Other_LesserEqualcGY|gvhd_proph_CSA_alone,-0.9664965019976054,0.9664965019976054
10052,prim_disease_hct_ALL|tce_imm_match_H_B,-0.9664162875508897,0.9664162875508897
5259,dri_score_N_A___non_malignant_indication|gvhd_proph_FKalone,0.9659842644442571,0.9659842644442571
14078,ethnicity_Missing_value|gvhd_proph_CDselect_alone,-0.9650282634235793,0.9650282634235793
6674,cyto_score_Not_tested|obesity_No,-0.9649230023629752,0.9649230023629752
8411,tbi_status_TBI____Other___cGy__unknown_dose|tce_match_HvG_non_permissive,-0.9646585839247596,0.9646585839247596
6552,cyto_score_Normal|peptic_ulcer_Not_done,-0.9637333304958855,0.9637333304958855
5558,dri_score_TBD_cytogenetics|gvhd_proph_No_GvHD_Prophylaxis,0.9633757445981048,0.9633757445981048
9218,vent_hist_Yes|prim_disease_hct_AML,0.9626073679748643,0.9626073679748643
11124,prim_disease_hct_MPN|cmv_status_posneg,0.962095437942008,0.962095437942008
7081,cyto_score_TBD|conditioning_intensity_N_A__F_pre_TED__not_submitted,-0.9613723883943301,0.9613723883943301
9475,renal_issue_Not_done|cmv_status_pospos,-0.9610300859635128,0.9610300859635128
6843,cyto_score_Other|gvhd_proph_FKalone,-0.9609173882801116,0.9609173882801116
4519,dri_score_Intermediate___TED_AML_case__missing_cytogenetics|hepatic_mild_Not_done,0.9593867869694237,0.9593867869694237
16244,race_group_Black_or_African_American|hepatic_mild_Not_done,0.9589757770773653,0.9589757770773653
946,hla_high_res_6|arrhythmia_Not_done,0.9588755541759525,0.9588755541759525
7574,tbi_status_TBI_Other_GreatercGY|renal_issue_Not_done,0.9587782427556699,0.9587782427556699
15053,hepatic_severe_Yes|gvhd_proph_FK__MMF____others,0.9587298757254575,0.9587298757254575
10569,prim_disease_hct_HIS|hepatic_mild_Yes,-0.9585322819965943,0.9585322819965943
10917,prim_disease_hct_IPA|cmv_status_posneg,0.9583569499804275,0.9583569499804275
15151,prior_tumor_Not_done|gvhd_proph_CSA___MTX____others_not_MMF_FK_,0.9581584788795486,0.9581584788795486
9703,pulm_severe_No|prim_disease_hct_Solid_tumor,-0.9580645090871582,0.9580645090871582
6650,cyto_score_Not_tested|tce_imm_match_H_B,-0.9569426744124618,0.9569426744124618
14409,obesity_Yes|gvhd_proph_CSA___MMF____others_not_FK_,0.9569234968062594,0.9569234968062594
3693,hla_low_res_8|tce_match_Missing_value,-0.9559852493321852,0.9559852493321852
13815,conditioning_intensity_N_A__F_pre_TED__not_submitted|rheum_issue_Yes,0.9558947459010239,0.9558947459010239
9301,vent_hist_Yes|rheum_issue_No,0.9558924687141481,0.9558924687141481
12328,tce_imm_match_G_G|peptic_ulcer_Yes,0.9557488319334859,0.9557488319334859
11145,prim_disease_hct_MPN|conditioning_intensity_No_drugs_reported,-0.9556321964859802,0.9556321964859802
13431,cyto_score_detail_Not_tested|gvhd_proph_FKalone,0.9552018199535817,0.9552018199535817
14539,mrd_hct_Positive|gvhd_proph_Cyclophosphamide_alone,0.9544717416835206,0.9544717416835206
5862,psych_disturb_No|sex_match_Missing_value,-0.9543548364620997,0.9543548364620997
8201,tbi_status_TBI____Other___cGy__fractionated|tce_div_match_HvG_non_permissive,0.9542092821954249,0.9542092821954249
7528,diabetes_Yes|gvhd_proph_TDEPLETION____other,-0.9535514310370083,0.9535514310370083
12385,tce_imm_match_H_B|cyto_score_detail_Intermediate,0.9525292864691017,0.9525292864691017
1030,hla_high_res_6|gvhd_proph_Cyclophosphamide_alone,-0.9523390673548309,0.9523390673548309
11389,prim_disease_hct_Other_acute_leukemia|gvhd_proph_TDEPLETION____other,-0.9519264915993352,0.9519264915993352
9381,renal_issue_No|ethnicity_Non_resident_of_the_U_S_,-0.9518705591225707,0.9518705591225707
15335,peptic_ulcer_Not_done|melphalan_dose_Missing_value,-0.9506001935674937,0.9506001935674937
9501,renal_issue_Not_done|obesity_No,0.9503651256449048,0.9503651256449048
9176,vent_hist_No|gvhd_proph_No_GvHD_Prophylaxis,0.9501755816835692,0.9501755816835692
1629,hla_match_c_low|diabetes_Not_done,0.9500429550158689,0.9500429550158689
1465,hla_nmdp_6|tbi_status_TBI____Other___cGy__unknown_dose,-0.9499871917024996,0.9499871917024996
5576,dri_score_TBD_cytogenetics|hepatic_mild_Not_done,0.9494542354123372,0.9494542354123372
5635,dri_score_Very_high|prim_disease_hct_MDS,0.9494138144318574,0.9494138144318574
14769,tce_match_HvG_non_permissive|peptic_ulcer_Not_done,0.9489019282646433,0.9489019282646433
10639,prim_disease_hct_IEA|hepatic_severe_Yes,0.9484399416250103,0.9484399416250103
8250,tbi_status_TBI____Other___cGy__single|cmv_status_pospos,0.9468548357155285,0.9468548357155285
11811,prim_disease_hct_Solid_tumor|cardiac_Yes,-0.9467700317538851,0.9467700317538851
7525,diabetes_Yes|gvhd_proph_No_GvHD_Prophylaxis,-0.9465642924294142,0.9465642924294142
14549,mrd_hct_Positive|gvhd_proph_TDEPLETION_alone,0.9463882851365386,0.9463882851365386
9289,vent_hist_Yes|gvhd_proph_Cyclophosphamide____others,-0.9459036170635391,0.9459036170635391
2242,year_hct|gvhd_proph_Parent_Q___yes__but_no_agent,-0.9456958291938807,0.9456958291938807
10871,prim_disease_hct_IMD|gvhd_proph_No_GvHD_Prophylaxis,0.9455077317172216,0.9455077317172216
15178,prior_tumor_Not_done|hepatic_mild_No,0.9453396188476157,0.9453396188476157
4184,dri_score_High___TED_AML_case__missing_cytogenetics|gvhd_proph_Cyclophosphamide_alone,0.9450869723069478,0.9450869723069478
14419,obesity_Yes|gvhd_proph_Missing_value,0.9442102171150814,0.9442102171150814
840,hla_low_res_6|hepatic_severe_Not_done,-0.9440079363409664,0.9440079363409664
15890,gvhd_proph_No_GvHD_Prophylaxis|race_group_Native_Hawaiian_or_other_Pacific_Islander,-0.9439321271311321,0.9439321271311321
1026,hla_high_res_6|gvhd_proph_CSA___MTX____others_not_MMF_FK_,-0.9439227747845411,0.9439227747845411
3557,karnofsky_score|gvhd_proph_Other_GVHD_Prophylaxis,-0.9436697839131849,0.9436697839131849
11685,prim_disease_hct_SAA|gvhd_proph_Parent_Q___yes__but_no_agent,0.9426104991175613,0.9426104991175613
6621,cyto_score_Not_tested|renal_issue_No,0.9421965632684659,0.9421965632684659
8355,tbi_status_TBI____Other___cGy__unknown_dose|pulm_severe_Yes,-0.9416897751828976,0.9416897751828976
15853,gvhd_proph_Missing_value|race_group_Asian,0.9410974803757552,0.9410974803757552
6427,cyto_score_Missing_value|gvhd_proph_Parent_Q___yes__but_no_agent,-0.9407005862038594,0.9407005862038594
10752,prim_disease_hct_IIS|peptic_ulcer_Yes,0.9406246783979548,0.9406246783979548
12936,tce_imm_match_P_P|peptic_ulcer_Not_done,-0.9397939764518244,0.9397939764518244
5408,dri_score_N_A___pediatric|gvhd_proph_FKalone,0.9397283880903666,0.9397283880903666
5265,dri_score_N_A___non_malignant_indication|gvhd_proph_TDEPLETION_alone,0.9396564375809509,0.9396564375809509
5547,dri_score_TBD_cytogenetics|gvhd_proph_CSA___MMF____others_not_FK_,0.9393651472239796,0.9393651472239796
1116,hla_high_res_10|tbi_status_TBI____Other___cGy__fractionated,-0.9393540217129792,0.9393540217129792
15069,hepatic_severe_Yes|sex_match_Missing_value,0.9392091930751927,0.9392091930751927
5956,psych_disturb_Not_done|conditioning_intensity_NMA,0.9386566977237228,0.9386566977237228
1128,hla_high_res_10|renal_issue_Yes,0.9384620190469899,0.9384620190469899
14534,mrd_hct_Positive|gvhd_proph_CSA___MMF____others_not_FK_,0.938429981833758,0.938429981833758
3544,karnofsky_score|gvhd_proph_CDselect_alone,-0.9377347702363322,0.9377347702363322
13280,cyto_score_detail_Intermediate|gvhd_proph_TDEPLETION_alone,0.9371461313407805,0.9371461313407805
2164,year_hct|prim_disease_hct_HD,0.9368493396274522,0.9368493396274522
6065,psych_disturb_Yes|prim_disease_hct_HIS,-0.9359580396800123,0.9359580396800123
5618,dri_score_Very_high|vent_hist_No,0.9359161754558353,0.9359161754558353
15939,gvhd_proph_Other_GVHD_Prophylaxis|cardiac_Yes,-0.9357758897733519,0.9357758897733519
14548,mrd_hct_Positive|gvhd_proph_TDEPLETION____other,0.9356806782385496,0.9356806782385496
10448,prim_disease_hct_HD|rheum_issue_Yes,-0.9355702010928305,0.9355702010928305
9805,pulm_severe_Not_done|prim_disease_hct_HD,-0.935570201045153,0.935570201045153
10915,prim_disease_hct_IPA|cmv_status_negneg,0.9354128517291693,0.9354128517291693
6770,cyto_score_Other|prim_disease_hct_HIS,0.9351955510460177,0.9351955510460177
7791,tbi_status_TBI_Other_LesserEqualcGY|gvhd_proph_Other_GVHD_Prophylaxis,-0.934777629219616,0.934777629219616
7189,diabetes_No|prim_disease_hct_Other_acute_leukemia,-0.9347651286396184,0.9347651286396184
9507,renal_issue_Not_done|in_vivo_tcd_Yes,-0.9347568535541415,0.9347568535541415
10435,prim_disease_hct_HD|gvhd_proph_Cyclophosphamide_alone,-0.9346158486646569,0.9346158486646569
11061,prim_disease_hct_MDS|hepatic_severe_Yes,0.9345230618839313,0.9345230618839313
3943,hla_low_res_10|arrhythmia_Not_done,0.9345113431540563,0.9345113431540563
13274,cyto_score_detail_Intermediate|gvhd_proph_FKalone,0.9344671187774376,0.9344671187774376
15057,hepatic_severe_Yes|gvhd_proph_Missing_value,-0.934430926362346,0.934430926362346
3356,comorbidity_score|conditioning_intensity_N_A__F_pre_TED__not_submitted,-0.9341943847526301,0.9341943847526301
14158,ethnicity_Non_resident_of_the_U_S_|gvhd_proph_No_GvHD_Prophylaxis,0.9340574729362099,0.9340574729362099
11444,prim_disease_hct_Other_leukemia|cyto_score_detail_TBD,0.9340080761287971,0.9340080761287971
10626,prim_disease_hct_IEA|obesity_No,0.9339894964136438,0.9339894964136438
12715,tce_imm_match_P_B|tce_div_match_GvH_non_permissive,0.9338695592345514,0.9338695592345514
3232,hla_match_b_high|gvhd_proph_Missing_value,-0.9334739566345994,0.9334739566345994
13467,cyto_score_detail_Not_tested|pulm_moderate_Yes,-0.933237606737858,0.933237606737858
9569,renal_issue_Yes|pulm_severe_Not_done,0.9330038493420172,0.9330038493420172
3893,hla_match_drb1_high|hepatic_mild_Not_done,-0.9326242168075619,0.9326242168075619
14589,in_vivo_tcd_No|prior_tumor_Not_done,0.9325368131517136,0.9325368131517136
8723,arrhythmia_Not_done|vent_hist_No,-0.9319825306799435,0.9319825306799435
7739,tbi_status_TBI_Other_LesserEqualcGY|tce_imm_match_P_H,-0.931965824306404,0.931965824306404
11746,prim_disease_hct_Solid_tumor|ethnicity_Non_resident_of_the_U_S_,0.931747329528575,0.931747329528575
618,hla_high_res_8|prim_disease_hct_PCD,-0.9311961539179893,0.9311961539179893
12274,cmv_status_pospos|donor_related_Multiple_donor__non_UCB_,-0.9310912844023572,0.9310912844023572
9551,renal_issue_Not_done|hepatic_mild_Not_done,-0.9307789664883286,0.9307789664883286
14285,obesity_No|gvhd_proph_Cyclophosphamide_alone,-0.9303849504515864,0.9303849504515864
13317,cyto_score_detail_Missing_value|conditioning_intensity_No_drugs_reported,-0.9300925454154807,0.9300925454154807
13829,conditioning_intensity_N_A__F_pre_TED__not_submitted|tce_div_match_HvG_non_permissive,0.9293700040219987,0.9293700040219987
10602,prim_disease_hct_IEA|tce_imm_match_H_B,-0.9292604970553834,0.9292604970553834
9999,pulm_severe_Yes|gvhd_proph_TDEPLETION_alone,0.9291076676189366,0.9291076676189366
12052,cmv_status_negpos|peptic_ulcer_Yes,0.9290856423729352,0.9290856423729352
5440,dri_score_N_A___pediatric|cardiac_Not_done,-0.9280727748905612,0.9280727748905612
5396,dri_score_N_A___pediatric|peptic_ulcer_Not_done,0.9280692661454225,0.9280692661454225
123,tce_match_Missing_value,-0.9275786726030255,0.9275786726030255
7244,diabetes_No|gvhd_proph_CDselect_alone,0.9267412847239856,0.9267412847239856
12297,tce_imm_match_G_G|cyto_score_detail_Not_tested,-0.9265779111759374,0.9265779111759374
4179,dri_score_High___TED_AML_case__missing_cytogenetics|gvhd_proph_CSA___MMF____others_not_FK_,0.9264253799500501,0.9264253799500501
871,hla_low_res_6|sex_match_Missing_value,-0.9262967616941503,0.9262967616941503
15475,gvhd_proph_CSA___MMF____others_not_FK_|cardiac_No,-0.9262605116921505,0.9262605116921505
3630,hla_low_res_8|vent_hist_Yes,0.9259782745029322,0.9259782745029322
15744,gvhd_proph_FK__MTX____others_not_MMF_|sex_match_Missing_value,0.9258620887196206,0.9258620887196206
9609,renal_issue_Yes|conditioning_intensity_Missing_value,-0.9249681937398154,0.9249681937398154
3648,hla_low_res_8|prim_disease_hct_NHL,0.9247663662874407,0.9247663662874407
13114,rituximab_Yes|gvhd_proph_Missing_value,0.9245605142019158,0.9245605142019158
7514,diabetes_Yes|gvhd_proph_CSA___MMF____others_not_FK_,-0.9244637277394774,0.9244637277394774
14547,mrd_hct_Positive|gvhd_proph_Parent_Q___yes__but_no_agent,-0.9241702388565215,0.9241702388565215
4939,dri_score_Missing_value|hepatic_severe_No,-0.9239514259381858,0.9239514259381858
5724,dri_score_Very_high|hepatic_mild_Yes,0.9238981595889293,0.9238981595889293
12823,tce_imm_match_P_H|cyto_score_detail_Poor,-0.9236064572456576,0.9236064572456576
10997,prim_disease_hct_IPA|tce_div_match_HvG_non_permissive,0.9235905644181518,0.9235905644181518
9853,pulm_severe_Not_done|mrd_hct_Positive,-0.9235495505359687,0.9235495505359687
5553,dri_score_TBD_cytogenetics|gvhd_proph_FK__MMF____others,0.9235237306011341,0.9235237306011341
5554,dri_score_TBD_cytogenetics|gvhd_proph_FK__MTX____others_not_MMF_,0.9233290762351251,0.9233290762351251
15677,gvhd_proph_Cyclophosphamide_alone|tce_div_match_HvG_non_permissive,-0.9225290070613352,0.9225290070613352
9128,vent_hist_No|rituximab_Yes,0.9216732509179052,0.9216732509179052
3684,hla_low_res_8|obesity_No,0.9215351108907501,0.9215351108907501
6690,cyto_score_Not_tested|prior_tumor_Yes,-0.9215087818428712,0.9215087818428712
9660,renal_issue_Yes|sex_match_M_M,0.9213792029557374,0.9213792029557374
15020,hepatic_severe_Not_done|race_group_Native_Hawaiian_or_other_Pacific_Islander,0.921297639520539,0.921297639520539
614,hla_high_res_8|prim_disease_hct_MPN,-0.9212849991490106,0.9212849991490106
15992,gvhd_proph_TDEPLETION____other|tce_div_match_HvG_non_permissive,-0.9210160849153868,0.9210160849153868
10392,prim_disease_hct_HD|rituximab_No,-0.9201203212361267,0.9201203212361267
686,hla_high_res_8|gvhd_proph_TDEPLETION____other,-0.9200244688633692,0.9200244688633692
2400,hla_match_a_high|gvhd_proph_CSA_alone,0.9192056882393408,0.9192056882393408
9198,vent_hist_No|tce_div_match_Missing_value,0.9190887384904194,0.9190887384904194
3072,hla_match_a_low|gvhd_proph_Parent_Q___yes__but_no_agent,-0.9189253010026497,0.9189253010026497
10444,prim_disease_hct_HD|gvhd_proph_TDEPLETION____other,-0.9188115974534439,0.9188115974534439
15898,gvhd_proph_No_GvHD_Prophylaxis|tce_div_match_Permissive_mismatched,0.9185142221684396,0.9185142221684396
9217,vent_hist_Yes|prim_disease_hct_ALL,0.9183980496408725,0.9183980496408725
14151,ethnicity_Non_resident_of_the_U_S_|gvhd_proph_Cyclophosphamide____others,0.9183749666079402,0.9183749666079402
9802,pulm_severe_Not_done|prim_disease_hct_ALL,-0.9183389525060769,0.9183389525060769
9137,vent_hist_No|conditioning_intensity_N_A__F_pre_TED__not_submitted,-0.918207606740807,0.918207606740807
12776,tce_imm_match_P_G|gvhd_proph_FK__MMF____others,0.9179496492535095,0.9179496492535095
6617,cyto_score_Not_tested|arrhythmia_Yes,0.9178636797644244,0.9178636797644244
8724,arrhythmia_Not_done|vent_hist_Yes,0.9178112523596332,0.9178112523596332
14729,tce_match_GvH_non_permissive|gvhd_proph_TDEPLETION_alone,0.9169348237781556,0.9169348237781556
10605,prim_disease_hct_IEA|tce_imm_match_P_B,0.9161660990622743,0.9161660990622743
11651,prim_disease_hct_SAA|obesity_No,0.9153557384221932,0.9153557384221932
15017,hepatic_severe_Not_done|race_group_Asian,0.9152918481533185,0.9152918481533185
10544,prim_disease_hct_HIS|gvhd_proph_Cyclophosphamide_alone,0.9152900441599499,0.9152900441599499
16223,race_group_Asian|hepatic_mild_Not_done,0.9151635406846886,0.9151635406846886
4193,dri_score_High___TED_AML_case__missing_cytogenetics|gvhd_proph_TDEPLETION____other,0.9149686882656967,0.9149686882656967
11488,prim_disease_hct_Other_leukemia|gvhd_proph_Parent_Q___yes__but_no_agent,-0.9149631476022907,0.9149631476022907
11226,prim_disease_hct_NHL|cmv_status_posneg,0.9148220187293867,0.9148220187293867
11319,prim_disease_hct_NHL|pulm_moderate_Yes,0.9147856238265324,0.9147856238265324
15059,hepatic_severe_Yes|gvhd_proph_Other_GVHD_Prophylaxis,0.9146190515784595,0.9146190515784595
1019,hla_high_res_6|prior_tumor_Not_done,-0.9144871084735369,0.9144871084735369
274,ID|tce_imm_match_P_G,-0.9143925343784431,0.9143925343784431
8940,arrhythmia_Yes|rheum_issue_Yes,0.9142797551364953,0.9142797551364953
